1	1
1	2
1	3
1	4
1	5
1	6
2	6
2	7
2	8
2	9
2	10
3	6
3	11
4	6
4	12
4	13
4	14
5	5
5	6
6	15
6	16
6	17
6	18
6	19
6	6
7	20
7	21
7	22
7	23
8	11
8	24
8	25
8	26
9	27
